Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
199754,Choice Theory: A New Psychology of Personal Freedom,William Glasser,"Glasser, William",,"=""0060930144""","=""9780060930141""",0,Harper Perennial,Paperback,368,1999,1998,2022/07/07,2022/05/20,,,read,,,,1,0
361459,An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,"Jamison, Kay Redfield",,"=""0679763309""","=""9780679763307""",4.0,Vintage,Paperback,240,1997,1995,2022/07/04,2022/06/28,,,read,"It was enlightening to understand the illness better. However, I am still stuck on how she afforded college at UCLA by being a cashier.  Overall, very helpful book.  If you have a loved one with bipolar, this book might help you have more compassion. ",,,1,0
431,"The New York Trilogy (New York Trilogy, #1-3)",Paul Auster,"Auster, Paul","Lucy Sante, Art Spiegelman","=""0143039830""","=""9780143039839""",0,Penguin Classics,Paperback,308,2006,1987,,2022/07/04,,,read,,,,1,0
193755,The Diving Bell and the Butterfly: A Memoir of Life in Death,Jean-Dominique Bauby,"Bauby, Jean-Dominique",Jeremy Leggatt,"=""0375701214""","=""9780375701214""",0,"Vintage International, New York",Paperback,132,1998,1997,,2022/06/30,to-read,to-read (#224),to-read,,,,0,0
720298,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,"Beattie, Melody",,"=""0894864025""","=""9780894864025""",0,Hazelden Publishing,Paperback,276,1992,1986,,2022/06/28,to-read,to-read (#223),to-read,,,,0,0
16703904,The Miracle of Self-Love: The Secret Key to Open All Doors,Barbel Mohr,"Mohr, Barbel",Manfred Mohr,"=""1781800545""","=""9781781800546""",0,Hay House,Paperback,210,2012,2012,,2022/06/28,to-read,to-read (#222),to-read,,,,0,0
978759,How to Be an Adult: A Handbook for Psychological and Spiritual Integration,David Richo,"Richo, David",,"=""0809132230""","=""9780809132232""",0,Paulist Press,Paperback,122,1991,1991,,2022/06/28,to-read,to-read (#221),to-read,,,,0,0
82816,"His Bright Light: The Story of My Son, Nick Traina",Danielle Steel,"Steel, Danielle",,"=""0385334672""","=""9780385334679""",0,Corgi,Paperback,409,1999,1998,2022/06/27,2022/06/19,,,read,,,,1,0
199752,Love Is a Choice: The Definitive Book on Letting Go of Unhealthy Relationships,Robert Hemfelt,"Hemfelt, Robert","Frank Minirth, Paul Meier","=""0785263756""","=""9780785263753""",0,Thomas Nelson,Paperback,288,2003,1989,2022/06/13,2022/05/19,,,read,,,,1,0
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,"Tolle, Eckhart",,"=""""","=""""",4.0,New World Library,Paperback,229,2004,1997,2022/06/01,2022/05/19,,,read,,,,1,0
20949716,"No Mud, No Lotus: The Art of Transforming Suffering",Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""1937006859""","=""9781937006853""",5.0,Parallax Press,Paperback,128,2014,2014,2022/06/01,2022/05/31,,,read,,,,1,0
27209485,"Emotional Agility: Get Unstuck, Embrace Change, and Thrive in Work and Life",Susan  David,"David, Susan",,"=""1592409490""","=""9781592409495""",3.0,Avery,Hardcover,288,2016,2016,2022/05/24,2022/04/27,,,read,,,,1,0
56618515,The Recruiter: Spying in the Twilight of American Intelligence,Douglas  London,"London, Douglas",,"=""0306847302""","=""9780306847301""",0,Hachette Books,Hardcover,272,2021,2021,,2022/05/20,to-read,to-read (#219),to-read,,,,0,0
75511,"Living a Jewish Life, Updated and Revised Edition: Jewish Traditions, Customs, and Values for Today's Families",Anita Diamant,"Diamant, Anita",Howard Cooper,"=""0061173649""","=""9780061173646""",0,William Morrow Paperbacks,Paperback,320,2007,1991,,2022/05/20,to-read,to-read (#218),to-read,,,,0,0
61135502,Why of Everything - NL: De oorzaak van menselijk falen en succes onthuld! (Dutch Edition),Eddie Tjon Fo,"Fo, Eddie Tjon",Marcel Bos,"=""""","=""9798678683816""",0,Independently published,Paperback,460,2020,,,2022/05/20,to-read,to-read (#217),to-read,,,,0,0
39813875,Reinforcement Learning: An Introduction,Richard S. Sutton,"Sutton, Richard S.",Andrew G. Barto,"=""0262039249""","=""9780262039246""",0,Bradford Books,Hardcover,552,2018,,,2022/05/20,to-read,to-read (#216),to-read,,,,0,0
15811590,The Art of Happiness,Epicurus,"Epicurus, Epicurus","George K. Strodach, Daniel Klein","=""0143107216""","=""9780143107217""",0,Penguin Classics,Paperback,251,2012,-300,,2022/05/20,to-read,to-read (#215),to-read,,,,0,0
55959530,There Is Nothing For You Here: Finding Opportunity in the Twenty-First Century,Fiona  Hill,"Hill, Fiona",,"=""0358574315""","=""9780358574316""",0,Mariner Books,Hardcover,432,2021,2021,,2022/05/20,to-read,to-read (#214),to-read,,,,0,0
95753,"Creating True Peace: Ending Violence in Yourself, Your Family, Your Community, and the World",Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""0743245202""","=""9780743245203""",0,Atria Books,Paperback,224,2004,,,2022/05/20,to-read,to-read (#213),to-read,,,,0,0
41031272,"The Social Singularity: How decentralization will allow us to transcend politics, create global prosperity, and avoid the robot apocalypse",Max Borders,"Borders, Max",,"=""1732039402""","=""9781732039407""",0,Social Evolution,Paperback,208,2018,,,2022/05/20,to-read,to-read (#211),to-read,,,,0,0
56897474,The Dictionary of Obscure Sorrows,John Koenig,"Koenig, John",,"=""1501153641""","=""9781501153648""",0,Simon & Schuster,Hardcover,272,2021,2018,2022/01/01,2022/05/20,,,read,,,,1,0
56268796,"Fevers, Feuds, and Diamonds",Paul Farmer,"Farmer, Paul",,"=""1250800234""","=""9781250800237""",0,Picador Paper,Paperback,704,2021,2020,,2022/05/20,to-read,to-read (#210),to-read,,,,0,0
16145136,Reimagining Global Health: An Introduction,Paul Farmer,"Farmer, Paul","Arthur Kleinman, Jim Yong Kim, Matthew Basilico","=""0520271998""","=""9780520271999""",0,University of California Press,Paperback,508,2013,2013,,2022/05/20,to-read,to-read (#209),to-read,,,,0,0
19513818,Complex PTSD: From Surviving to Thriving - A Guide and Map for Recovering from Childhood Trauma,Pete Walker,"Walker, Pete",,"=""1492871842""","=""9781492871842""",0,Azure Coyote,Paperback,426,2013,2013,,2022/05/20,to-read,to-read (#207),to-read,,,,0,0
23129659,"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",Lindsay C. Gibson,"Gibson, Lindsay C.",,"=""1626251703""","=""9781626251700""",0,New Harbinger Publications,Paperback,201,2015,2015,,2022/05/20,to-read,to-read (#208),to-read,,,,0,0
56340538,"Buddhism for Healing: Practical Meditations, Mantras, and Rituals for Balance and Harmony",Terry Cortés-Vega,"Cortés-Vega, Terry",,"=""1647397278""","=""9781647397272""",0,Callisto,Paperback,184,2020,,,2022/05/20,to-read,to-read (#206),to-read,,,,0,0
33573818,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Mark Wolynn,"Wolynn, Mark",,"=""1101980389""","=""9781101980385""",0,Penguin Life,Paperback,246,2017,2016,,2022/05/20,to-read,to-read (#205),to-read,,,,0,0
31812269,Retrain Your Brain: Cognitive Behavioral Therapy in 7 Weeks: A Workbook for Managing Depression and Anxiety (Retrain Your Brain with CBT),Seth J. Gillihan,"Gillihan, Seth J.",,"=""1623157803""","=""9781623157807""",0,Callisto,Paperback,236,2016,2016,,2022/05/20,to-read,to-read (#204),to-read,,,,0,0
59093567,"Trauma Recovery Journal: Reflective Prompts and Evidence-Based Practices to Help You Recover, Heal, and Thrive",Trudy Gilbert-Eliot,"Gilbert-Eliot, Trudy",,"=""1638781060""","=""9781638781066""",0,Callisto,Paperback,176,2021,,,2022/05/20,to-read,to-read (#203),to-read,,,,0,0
60165517,The Buddha's Teachings for Beginners: A Simple Guide to Connect the Buddha's Lessons to Everyday Life,Emily Griffith Burke,"Burke, Emily Griffith",,"=""1638781095""","=""9781638781097""",0,Callisto,Paperback,150,2021,,,2022/05/20,to-read,to-read (#202),to-read,,,,0,0
36978226,This Naked Mind,Annie Grace,"Grace, Annie",,"=""0525537236""","=""9780525537236""",0,Avery,Paperback,272,2018,2015,,2022/05/20,to-read,to-read (#201),to-read,,,,0,0
58419861,Gaslighting: A Step-by-Step Recovery Guide to Heal from Emotional Abuse and Build Healthy Relationships,"Deborah Vinall, PsyD, LMFT","LMFT, Deborah Vinall, PsyD,",,"=""1648766498""","=""9781648766497""",0,Callisto,Paperback,168,2021,,,2022/05/20,to-read,to-read (#200),to-read,,,,0,0
325115,The Heart Sutra,Anonymous,"Anonymous, Anonymous",Red Pine,"=""1593760825""","=""9781593760823""",0,Counterpoint,Paperback,201,2005,2001,,2022/05/20,to-read,to-read (#198),to-read,,,,0,0
35852435,Becoming Supernatural: How Common People are Doing the Uncommon,Joe Dispenza,"Dispenza, Joe",,"=""1401953107""","=""9781401953102""",0,Hay House LLC,Kindle Edition,375,2017,2017,,2022/05/19,to-read,to-read (#197),to-read,,,,0,0
2153780,Hold Me Tight,Sue Johnson,"Johnson, Sue",,"=""031611300X""","=""9780316113007""",0,"Little, Brown Spark",Hardcover,300,2008,2008,2022/05/19,2022/04/27,,,read,,,,1,0
129603,You Can Heal Your Life,Louise L. Hay,"Hay, Louise L.",,"=""8176210773""","=""9788176210775""",0,Full Circle,Unknown Binding,253,1984,1984,2022/05/17,2022/05/16,,,read,,,,1,0
13707683,Epigenetics: How Environment Shapes Our Genes,Richard C. Francis,"Francis, Richard C.",,"=""039334228X""","=""9780393342284""",0,W. W. Norton & Company,Paperback,256,2012,2011,,2022/05/16,to-read,to-read (#196),to-read,,,,0,0
12414734,The Epigenetics Revolution,Nessa Carey,"Carey, Nessa",,"=""""","=""""",0,Icon Books,Kindle Edition,320,2011,2011,,2022/05/16,to-read,to-read (#195),to-read,,,,0,0
95747,The Miracle of Mindfulness: An Introduction to the Practice of Meditation,Thich Nhat Hanh,"Hanh, Thich Nhat","Vo-Dihn Mai, Mobi Ho","=""0807012394""","=""9780807012390""",0,Beacon Press,Paperback,140,1999,1975,2022/05/16,2022/05/16,,,read,,,,1,0
9547888,Attached: The New Science of Adult Attachment and How It Can Help You Find—and Keep—Love,Amir Levine,"Levine, Amir",Rachel Heller,"=""1585428485""","=""9781585428489""",0,Tarcher,Hardcover,304,2010,2010,2022/05/15,2022/04/22,,,read,,,,1,0
108829,Comfortable with Uncertainty: 108 Teachings on Cultivating Fearlessness and Compassion,Pema Chödrön,"Chödrön, Pema",Emily Hilburn Sell,"=""1590300785""","=""9781590300787""",0,Shambhala,Paperback,222,2003,2002,,2022/05/15,to-read,to-read (#194),to-read,,,,0,0
19944044,Giving Our Best: A Retreat with Pema Chodron on Practicing the Way of the Bodhisattva,Pema Chödrön,"Chödrön, Pema",,"=""""","=""""",0,Shambhala Audio,Audio CD,,2014,2014,,2022/05/15,to-read,to-read (#193),to-read,,,,0,0
136975,Getting Unstuck: Breaking Your Habitual Patterns & Encountering Naked Reality,Pema Chödrön,"Chödrön, Pema",,"=""159179238X""","=""9781591792383""",0,Sounds True,Audio CD,3,2005,2004,,2022/05/15,to-read,to-read (#192),to-read,,,,0,0
136977,The Places That Scare You: A Guide to Fearlessness in Difficult Times,Pema Chödrön,"Chödrön, Pema",,"=""1590304497""","=""9781590304495""",5.0,Shambhala,Paperback,187,2007,2002,,2013/08/17,to-read,to-read (#191),to-read,,,,1,0
